TotalCharges,tenure,MonthlyCharges,PaymentMethod_Electronic check,InternetService_Fiber optic,Contract_Two year,gender_Male,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,TechSupport_Yes,Contract_One year,OnlineBackup_Yes,SeniorCitizen,MultipleLines_Yes,Dependents_Yes,DeviceProtection_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Mailed check
-0.2632890631964203,0.1023712383613841,-0.5219756496159262,True,False,False,True,False,False,False,False,False,False,0,False,False,True,True,True,False,False
-0.5048144831572396,-0.7117434584104956,0.3374778078243394,False,True,False,True,True,False,True,False,False,False,0,False,True,False,False,False,False,True
-0.7512134391325384,-0.7931549280876836,-0.8090131942822701,False,False,True,True,True,False,True,True,False,True,0,False,True,False,False,False,False,True
-0.1736994214167345,-0.2639803751859618,0.2843841579438598,False,False,True,False,False,True,True,False,False,True,0,False,False,True,True,True,True,False
-0.99085091270937,-1.2816237461508113,-0.6762790695810708,True,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,False
1.2709747139024437,1.3642490183577978,0.48348534499565887,False,False,True,True,False,True,False,True,False,True,0,False,True,True,True,True,True,False
-1.0017175808497631,-1.2816237461508113,-1.497571466169742,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0.03415030374133098,0.30589991255435406,-0.27641751891870747,False,False,False,False,False,False,True,False,False,True,0,True,False,False,False,False,True,False
0.6616070891730831,1.3235432835192036,-0.17023021915774814,False,False,True,False,False,True,True,True,False,False,0,False,False,False,True,False,True,False
1.1177217638255048,1.1200146093262338,0.5183280527297236,False,False,False,False,False,False,False,True,True,False,0,True,False,True,True,True,True,False
-0.8840282719595658,-1.1188008067964355,-0.1669118660402181,False,False,False,False,True,False,False,True,False,True,1,False,False,False,False,False,True,False
-0.9083081405722422,-1.1188008067964355,-0.5153389433808665,False,False,False,False,True,True,True,False,False,False,0,False,True,False,False,False,False,True
-0.9563849147691331,-1.2409180113122174,-0.46390447005915153,False,False,False,False,True,False,False,False,False,False,0,False,False,False,False,False,False,True
-0.1322085066988697,-0.10115743583158582,0.08860132400959055,True,False,False,True,True,False,True,True,False,True,0,True,True,True,False,False,False,False
0.5149619514401006,0.14307697319997809,1.0111034906829266,True,True,False,True,False,True,True,False,False,False,0,True,False,False,True,True,False,False
0.676710660244983,0.9164859351332638,0.1367174442137754,False,True,True,False,False,True,True,False,False,False,0,False,True,False,False,False,True,False
0.13702142880371965,-0.06045170099299184,0.6576988836659831,False,True,False,False,True,True,False,False,False,False,0,True,False,True,False,False,True,False
-0.5829227765784898,-0.1825689055087738,-0.9633166142474143,True,False,False,False,False,True,True,False,False,False,1,False,True,False,True,False,False,False
-0.8669269901790279,-0.6710377235719016,-1.5257774676687466,False,False,True,True,False,False,False,False,False,False,0,False,False,False,False,False,True,False
-0.9531139378945502,-1.0780950719578415,-1.4859572302583868,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,False
-0.03565980673634629,-0.22327464034736777,0.695859944517578,True,True,False,True,True,True,True,False,True,False,1,True,False,True,False,False,False,False
-0.36308678716859677,1.0386031396490458,-1.3150620447055927,False,False,True,True,False,True,False,False,False,False,0,True,False,False,False,False,True,False
2.384665504670697,1.6084834273893616,1.326347036848275,False,True,True,True,True,True,True,True,False,True,0,True,True,True,False,True,True,False
-0.5883012284863612,-0.1825689055087738,-0.9682941439237093,False,False,False,False,False,True,False,True,False,False,0,False,False,True,False,False,False,True
0.462911708690864,0.30589991255435406,0.667653943018573,True,True,False,True,False,True,True,False,True,False,0,False,True,True,True,False,False,False
-1.001410240740742,-1.2816237461508113,-1.4743429943470319,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,False,False,True
-0.8292997796888584,-1.1188008067964355,0.5000771105833088,True,True,False,False,False,True,False,False,False,False,0,False,False,False,False,True,False,False
-0.9800281502988372,-1.2816237461508113,0.14169497389007057,True,True,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,False
-0.4503274724007632,-0.8338606629262776,1.3396204493183947,True,True,False,False,False,True,False,False,False,True,0,True,True,True,True,True,False,False
-0.811342336176047,-1.1188008067964355,1.034331962505636,True,True,False,True,False,True,False,True,False,False,0,False,False,False,True,True,False,False
1.644085606254205,1.5677776925507676,0.7024966507526377,False,False,True,True,True,True,True,True,False,True,0,False,False,True,True,True,False,False
-0.9101302283614394,-1.2002122764736234,0.39886734049864436,True,True,False,True,False,True,False,False,False,False,0,True,False,False,False,False,False,False
-0.7224551860741241,-0.10115743583158582,-1.5025489958460367,False,False,False,False,False,False,True,False,False,False,0,False,False,False,False,False,False,False
-0.787413713402252,-0.30468611002455576,-1.4842980536996218,False,False,False,False,False,True,True,False,True,False,0,False,False,False,False,False,False,False
-0.42600369805822663,0.7943687306174818,-1.3399496930870676,False,False,True,True,False,False,True,False,False,False,0,True,True,False,False,False,False,True
1.1299056038617032,0.5501343215859179,1.495583045842304,True,True,False,False,True,True,False,False,True,True,1,True,False,True,True,True,False,False
-0.7478985565280951,-0.9559778674420595,0.18483356441796028,True,True,False,True,False,True,False,False,False,False,0,False,False,False,False,False,False,False
-0.32354967742950963,-0.5489205190561197,0.7273842991341125,True,True,False,False,False,True,True,False,False,False,0,True,False,False,True,False,False,False
-0.7418615186723211,-0.8338606629262776,-0.5153389433808665,True,False,False,False,False,True,False,False,False,True,0,False,False,False,False,False,False,False
0.9766746066496946,0.5094285867473239,1.1206091435614158,False,True,False,True,False,True,True,True,True,True,1,True,False,True,True,False,False,False
0.6074932771204181,0.14307697319997809,1.313073624378155,False,True,False,False,True,True,True,False,False,False,0,True,True,True,True,True,True,False
0.610237385236679,0.22448844287716607,1.0011484313303363,False,True,False,True,False,True,False,False,False,True,0,True,False,True,False,True,True,False
-1.0019810152289244,-1.2816237461508113,-1.5174815848749215,False,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,True
-0.5547792037381181,-0.9152721326034655,1.113972437326356,True,True,False,True,False,True,True,False,False,False,0,True,False,True,True,True,False,False
-0.7648900739839826,-0.7931549280876836,-0.6679831867872458,False,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,False
-0.384556689070222,-0.5896262538947137,0.5664441729339085,False,False,False,True,False,True,False,True,True,False,0,True,False,True,True,True,True,False
-0.3109487329596397,0.18378270803857208,-0.6480730680820658,True,False,True,False,True,False,True,True,False,False,0,False,False,False,True,False,False,False
-0.956845924932665,-1.1188008067964355,-1.4793205240233267,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,True,False
-0.6523596883523557,-0.8745663977648716,0.33250027814804467,True,True,False,True,False,False,False,False,False,True,0,False,False,False,False,False,False,False
1.6990994857690038,1.2828375486806096,1.135541732590301,False,True,False,True,False,True,False,True,False,True,0,False,True,False,True,True,True,False
-0.9860212824247508,-1.2816237461508113,-0.3112602266527725,False,False,False,True,False,False,False,False,False,False,0,False,False,False,False,True,False,True
0.5146107056012194,0.18378270803857208,0.9148712502745568,True,True,False,True,False,True,True,False,False,False,1,True,False,False,True,True,False,False
1.1837779344001371,0.631545791263106,1.3379612727596297,False,True,False,False,True,True,True,False,False,True,0,True,True,False,True,True,True,False
-0.17635571807327502,-0.5082147842175256,0.9828974891839214,True,True,False,True,False,True,True,False,False,False,1,True,False,False,True,True,False,False
-0.22008582501400878,-0.2639803751859618,0.15165003324266044,False,False,False,False,True,True,False,False,False,True,0,True,False,False,True,False,False,False
-0.756416268120969,-0.10115743583158582,-1.5108448786398618,False,False,True,False,False,False,False,False,False,False,0,False,False,False,False,False,True,False
0.9995494919068453,1.4863662228735797,0.06537285218688103,False,False,True,False,True,True,False,True,False,True,0,True,False,False,False,False,False,True
1.4472781721559735,1.2421318138420157,0.8120023036311275,False,False,True,True,True,True,True,True,False,True,0,True,True,True,True,True,True,False
-0.9550677428733279,-1.1188008067964355,-1.5125040551986266,False,False,False,True,False,False,True,False,False,False,0,False,False,False,False,False,False,True
-0.6635556494667001,0.26519417771576004,-1.4760021709057967,False,False,True,True,False,True,True,False,False,False,0,False,False,False,False,False,False,False
-0.850352577156812,-1.1595065416350294,1.2201597370873154,True,True,False,True,False,True,False,False,False,True,0,True,True,False,True,True,False,False
1.6535253381741426,1.1200146093262338,1.2019087949409006,False,True,True,True,False,False,True,False,False,False,0,True,False,True,True,True,True,False
-0.1267202904663479,-0.5489205190561197,1.273253386967795,True,True,False,True,False,False,True,True,False,False,0,True,True,True,True,True,False,False
-0.5075366384085704,-0.8745663977648716,1.2301147964399053,True,True,False,False,False,True,True,False,False,True,0,True,False,False,True,True,False,False
0.3887110252271693,-0.06045170099299184,1.1620885575305409,True,True,False,False,False,True,False,False,False,True,1,True,False,False,True,True,False,False
0.06027421300813474,-0.10115743583158582,0.642766294637098,False,True,False,True,True,True,False,False,False,True,0,False,False,True,False,False,True,False
-0.4488566304504474,0.8350744654560759,-1.3382905165283026,False,False,True,True,False,False,False,False,False,False,0,True,False,False,False,False,False,True
-0.8076981605976526,-1.1188008067964355,0.8103431270723621,True,True,False,False,False,True,False,True,False,True,0,False,False,False,False,True,False,False
0.7347101293902735,0.7536629957788878,0.4868036981131887,False,True,False,True,False,True,False,False,True,True,1,True,False,False,False,False,False,False
1.794572495349953,1.5677776925507676,0.8086839505135972,False,False,True,False,True,False,True,True,False,True,0,True,False,True,True,True,True,False
-0.3525494120021549,1.1607203441648277,-1.3250171040581826,False,False,True,False,False,True,False,False,False,False,0,True,True,False,False,False,True,False
-0.74410071089519,-0.9966836022806536,0.31756768911915967,True,True,False,True,False,True,False,False,False,True,1,False,False,False,False,False,False,False
-0.7606531710524758,-0.9152721326034655,-0.3311703453579522,False,False,False,True,True,True,True,True,False,False,0,False,False,False,False,False,True,False
-0.7394467035300115,-0.8338606629262776,-0.5004063543519814,False,False,False,False,False,True,True,False,False,False,0,False,False,True,True,True,False,False
0.8619928402549192,1.3642490183577978,-0.03583691789778363,True,False,False,True,False,False,True,True,False,False,0,True,False,False,False,True,False,False
-0.37783911240161533,-0.3453918448631497,-0.14866092389380306,False,False,False,True,True,False,False,True,False,True,0,False,False,False,False,False,False,False
-0.9071885444608078,-1.1595065416350294,-0.2797358720362375,False,False,False,False,False,False,True,True,False,True,0,False,True,False,False,False,False,True
-0.8544577628987383,-1.1595065416350294,0.7970697146022425,True,True,False,False,False,True,False,False,False,True,0,True,False,False,False,True,False,False
-0.12507382559659136,0.1023712383613841,-0.30960105009400735,False,False,False,False,True,False,False,False,True,True,0,False,True,False,False,False,True,False
0.6483914644851706,0.5094285867473239,0.689223238282518,False,True,False,False,True,True,False,True,False,True,1,False,False,False,False,False,False,False
2.123865469301261,1.3235432835192036,1.495583045842304,False,True,False,True,True,True,False,True,True,False,0,True,False,True,True,True,True,False
-0.5042656615339874,-0.7524491932490895,0.5299422886410788,False,True,False,False,False,True,True,False,False,False,0,False,True,False,False,True,False,False
0.3457273156940585,1.1607203441648277,-0.4722003528529765,False,False,False,False,True,True,True,True,True,True,0,False,True,False,False,True,False,False
1.3495879232170855,1.4456604880349857,0.5116913464946635,False,True,True,True,True,False,True,False,False,False,0,False,True,True,False,False,True,False
-0.4471662598508307,-0.38609757970174374,-0.2382564580671127,False,False,False,False,True,True,True,True,True,True,0,False,True,False,False,False,False,True
0.9695179726824861,0.9164859351332638,0.5515115839050234,True,True,False,False,False,True,False,False,False,True,0,False,False,True,False,False,False,False
-0.2560226649045615,1.4863662228735797,-1.3432680462045974,False,False,True,True,False,False,True,False,False,False,0,True,True,False,False,False,False,False
-0.7557137764432061,-1.0373893371192475,0.5415565245524336,False,False,False,False,True,False,True,True,False,False,0,False,False,True,True,True,False,False
1.5056947457349357,1.6084834273893616,0.4685527559667738,False,True,True,False,True,False,True,False,False,False,0,True,True,False,False,False,False,False
0.2898133687171265,1.1607203441648277,-0.5053838840282764,False,False,False,False,True,True,True,False,True,False,0,False,True,False,False,False,False,False
1.1926468918318922,1.2828375486806096,0.5100321699358986,False,True,False,True,True,False,True,False,True,False,1,False,False,True,False,False,True,False
0.27646602683963345,-0.019745966154397852,0.9380997220972668,True,True,False,False,False,True,True,False,False,False,1,True,False,False,True,True,False,False
-0.9754839072583089,-1.2816237461508113,0.4851445215544238,False,True,False,False,False,True,False,False,False,False,0,True,False,True,False,False,False,True
-0.9162770305418638,-1.2002122764736234,0.5763992322864984,False,True,False,True,True,True,False,True,False,False,0,False,False,False,False,False,False,True
-0.9881946160528295,-1.2002122764736234,-1.4842980536996218,False,False,False,True,False,False,False,False,False,False,0,False,True,False,False,False,False,False
1.6662799526985235,1.6084834273893616,0.6460846477546283,False,False,True,False,True,True,True,True,False,False,0,True,False,True,True,True,True,False
-0.6650923500118062,-0.2639803751859618,-1.1657361544167435,False,False,False,False,False,True,False,False,False,False,0,False,True,True,False,False,False,True
0.6587532167321717,0.26519417771576004,1.1786803231181906,True,True,True,True,True,True,False,False,False,False,0,False,False,True,True,True,False,False
-1.0018273451744135,-1.2816237461508113,-1.5058673489635668,False,False,False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,True
-1.0018492980393439,-1.2816237461508113,-1.5075265255223318,False,False,False,False,False,True,False,False,False,False,0,False,False,False,False,False,False,True
1.1708257440913856,0.9571916699718578,0.7954105380434776,False,True,False,False,False,False,True,False,True,False,0,False,True,False,True,True,False,False
0.9802309707683685,0.428017117070136,1.4142833944628193,True,True,False,False,False,True,True,True,True,False,1,True,False,True,True,True,False,False
-0.9992588599775934,-1.2816237461508113,-1.3117436915880627,False,False,False,False,False,False,False,False,False,False,0,True,True,False,False,False,False,True
-0.14783894652909185,-0.1418631706701798,0.1981069768880804,False,False,False,True,False,False,False,False,True,True,0,True,False,True,False,True,True,False
-0.9293389851752657,-1.2409180113122174,0.5664441729339085,True,True,False,True,False,True,False,False,False,True,0,True,False,False,False,False,False,False
1.3874785680864161,1.4456604880349857,0.4868036981131887,False,True,False,True,False,False,False,False,True,True,0,False,False,True,False,False,True,False
